"chi","pvl","text"
22.3333333333333,2.29193534969406e-06,"22.333 (P = 0.000)"
88.0049751243781,6.52900398691815e-21,"88.005 (P = 0.000)"
6.35395189003436,0.0117120113863281," 6.354 (P = 0.012)"
26.6261235731601,2.46882930600952e-07,"26.626 (P = 0.000)"
34.8382563377533,3.58264045429479e-09,"34.838 (P = 0.000)"
